utterance,speaker,context,context_speakers,show,sarcasm
"Dear god, this parachute is a knapsack",CHANDLER,"[""Why wouldn't I be married when I am forty?"", 'Oh no no no, I just meant hypothetically', ""Ok , hypothetically, why won't I be married when I am forty?"", 'No', 'No, what is it? Is there something fundamentally unmarriable about me?']","['MONICA', 'CHANDLER', 'MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",CHANDLER,"[""Hey, Chan. Can you help me out here, I promise I'll pay you back.""]",['JOEY'],FRIENDS,True
"No, no, I am just looking for a man to draw on me with chalk.",CHANDLER,"['Anybody know a good tailor?', 'You needs some clothes altered?']","['CHANDLER', 'JOEY']",FRIENDS,True
"I am telling you, when she leaned back, I could see her brain",CHANDLER,"['Hey', 'So how was Joan?', 'Broke up with her', 'Why', ""Don't tell me, because of the big nostril thing?""]","['CHANDLER', 'MONICA', 'CHANDLER', 'MONICA', 'ROSS']",FRIENDS,True
Me? I am gonna die alone!,CHANDLER,['Hey Chandler? Monica just broke my sea-shell lamp.'],['RACHEL'],FRIENDS,True
Spanish midgets wrestling Julie! Okay yes I see how they got there.,CHANDLER,"['Man, I sure miss Julie']",['ROSS'],FRIENDS,True
"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",CHANDLER,"[""Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go!"", 'Hell I have never been good to go, so, what the hell why not try some jewellery huh?', 'Oh man! You are so wearing that bracelet!', 'I so am', 'You have any idea what this will do to your sex life?']","['JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY']",FRIENDS,True
"A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",CHANDLER,['It was summer. And it was hot. Rachel was there.'],['CHANDLER'],FRIENDS,False
See Joe that's why your parents told you not to jump on your bed!,CHANDLER,['Whoa!'],['JOEY'],FRIENDS,False
"I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",CHANDLER,"['Get up', 'What?', ""You're in my seat"", 'How is it your seat?', 'Cause I was sitting there', 'But then you left', 'But its not like I went to Spain, I went to the bathroom , you knew I was coming back.', 'Whats the big deal?', ""The big deal is that I was sitting there last, so.. that's my seat"", 'Actually, the last place you were sitting was in there', ""You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops!""]","['CHANDLER', 'JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY', 'ROSS']",FRIENDS,True
"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",CHANDLER,['Someone in there?'],['PERSON'],FRIENDS,True
"Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",CHANDLER,"[""I just don't wanna give them any more ammunition than they already have.""]",['MONICA'],FRIENDS,True
I think this is probably why Damone smokes in his cell alone.,CHANDLER,"['I just want to go back to my cell, cause in my cell I can smoke.', 'Smoke away!']","['JOEY', 'CHANDLER']",FRIENDS,True
Oh! Satan's minions at work again?,CHANDLER,"[""And there's five hundred extra dollars in my account.""]",['PHOEBE'],FRIENDS,True
"Maybe it's a contest, you know? Like ""Collect all five"".",CHANDLER,"['I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.']",['PHOEBE'],FRIENDS,True
I guess you would know that or else we would be in a predicament room,CHANDLER,"[""Listen it's kind of an emergency""]",['CHANDLER'],FRIENDS,True
We can? Ok I am trying that.,CHANDLER,['You guys can pee standing up.'],['RACHEL'],FRIENDS,True
Oh yeah right. And what would my opening line be? Excuse me,CHANDLER,"[""Go over to her. She's not with anyone.""]",['MONICA'],FRIENDS,True
Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,CHANDLER,['Because I met somebody who would be perfect for you.'],['PERSON'],FRIENDS,True
That's so funny because you look more like Joey Tribbiani man slash woman.,CHANDLER,"['And this from cry for help department, are you wearing makeup?', 'Yes I am, as of today, I am official Joey Tribbiani actor slash model.']","['CHANDLER', 'JOEY']",FRIENDS,True
"No, no the actual cartoon character .. Of course the baloon.",CHANDLER,['The most unbelievable thing has happened. Underdog has gotten away.'],['CHANDLER'],FRIENDS,True
That monkey has got a Ross on its ass!,CHANDLER,['Hey!'],['CHANDLER'],FRIENDS,True
"Okay, but If he asks, I am not going to lie.",CHANDLER,"[""But if you do, make sure it seems like you're there to see him, okay? And you're not, like, doing it as a favor to me.""]",['ROSS'],FRIENDS,False
"Oh, um, I don't care!",CHANDLER,['How do I look?'],['JOEY'],FRIENDS,True
"You know once you are inside, you don't have to knock anymore.",CHANDLER,"['Hey', 'Hey']","['JOEY', 'CHANDLER']",FRIENDS,True
We think it was trying to spell out monkey.,CHANDLER,['He also found an M and an O.'],['ROSS'],FRIENDS,True
Dee. The sarcastic sister from What's Happening.,CHANDLER,"['Could you want her more?', 'Who?']","['CHANDLER', 'ROSS']",FRIENDS,True
"Uh, okay. The fifth dentist caved and not they're all recommending Trident?",CHANDLER,"['Who?', ""Dee, the sarcastic sister from What's Happening!!"", 'Guys, guess what guess what guess what.']","['ROSS', 'CHANDLER', 'RACHEL']",FRIENDS,True
Ah your own brand of vigilante justice.,CHANDLER,"['Did you call the cops?', 'No, we took her to lunch']","['JOEY', 'RACHEL']",FRIENDS,True
Did you tell her about the magical night that starts with the flush of every toilet?,CHANDLER,"['So Ross, how was the date the other night?']",['CHANDLER'],FRIENDS,True
"Oh I see, I thought you just really really liked your new couch.",CHANDLER,"[""Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch"", ""What's that?"", ""Oh, that's me."", 'Wow! Certainly think a lot of yourself.', ""No, that's my arm.""]","['ROSS', 'RACHEL', 'ROSS', 'RACHEL', 'ROSS']",FRIENDS,True
"No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",MONICA,"['You are dead meat', ""I didn't know it was a big secret.""]","['MONICA', 'CHANDLER']",FRIENDS,True
Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,CHANDLER,"[""This is so exciting! I haven't seen my monkey in almost a year""]",['ROSS'],FRIENDS,True
And I think my testicles may be in here too,CHANDLER,"['Do you guys have any exta ribbon?', 'Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.']","['RACHEL', 'CHANDLER']",FRIENDS,True
"ThatÕs good, just keep rubbing your head. That will turn back time",JOEY,"['Oh so pretty, this must have cost him a fortune.', ""Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck?"", 'What did you just say?', 'Crustal duck.', 'No, no, no, the love part? Oh my god!']","['PHOEBE', 'CHANDLER', 'RACHEL', 'CHANDLER', 'RACHEL']",FRIENDS,True
My duties?  All right.,CHANDLER,"[""You must've had your hands full"", 'That I did. That I did.', ""So let's talk a little bit about your duties.""]","['PERSON', 'CHANDLER', 'PERSON']",FRIENDS,False
Ok!,JOEY,"['You know? Forget it!', 'No-no-no-no, no! Who, who were you talking about?', ""No, I-I-I-I don't, I actually don't know""]","['RACHEL', 'JOEY', 'RACHEL']",FRIENDS,False
No way!,CHANDLER,"['You wanna hear something that sucks.', 'Do I ever.', ""Chris says they're closing down the bar.""]","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,False
Oh.,RACHEL,"['Hi! What are you doing here?', ""Ah y'know, this building is on my paper route so I...""]","['RACHEL', 'ROSS']",FRIENDS,False
The whole thing! Can we go?,CHANDLER,"['You liked it? You really liked it?', 'Oh-ho-ho, yeah!', 'Which part exactly?']","['JOEY', 'CHANDLER', 'JOEY']",FRIENDS,True
"Great! Okay, here.",CHANDLER,"['See, if I am not buried with that ring then my spirit is going to wander the nether world for all eternity', ""Okay, that's enough honey!"", ""I don't know. Let me see the ring.""]","['PHOEBE', 'CHANDLER', 'PERSON']",FRIENDS,False
"Okay, does this look like a garbage can to you?",PHOEBE,"[""Nobody respects the bucket! You wouldn't believe what people put in here! Look!""]",['PHOEBE'],FRIENDS,False
"Oh my God, wh-what happened?",ROSS,"['Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.']","['PERSON1', 'ROSS', 'PERSON1']",FRIENDS,False
"Oh boy, I just can't watch. It's too scary!",RACHEL,"['Oh umm, my big scene is coming up. Big scene coming up.', 'If you said, ""Big lima bean, bubbling up."" Would she understand the difference?', 'Rach? What are you doing?']","['JOEY', 'CHANDLER', 'MONICA']",FRIENDS,True
Yeah it would!,ROSS,"['Uhh, the ball thing.', 'Yeah?', ""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!""]","['JOEY', 'ROSS', 'JOEY']",FRIENDS,False
No!,JOEY,"['Oh, unbelievable! We had the best time!', ""Yay!! Oh so, you're not, you're not mad at us anymore?"", 'No!']","['JOEY', 'PHOEBE', 'JOEY']",FRIENDS,False
Really!?,RACHEL,"['Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.', 'Pa-haa!! I would love to go with you.']","['RACHEL', 'ROSS']",FRIENDS,False
: Yeah.,PERSON,"['I know, it was amazing! I mean, we totally nailed it, it was beautiful.', 'Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.', 'Oh well, okay, good luck.']","['JOEY', 'PERSON', 'JOEY']",FRIENDS,False
What?  Why?,MONICA,"['I do! Want a hint? huh? ""I do""  ""I do"".', ""Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee."", 'David is going to propose to Phoebe.']","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,False
Oh! Oop!,PHOEBE,"[""It's the big night! We wanted to wish you good luck!"", 'Yeah, yeah you have the ring?', 'Yeah, right here in my pocket. Pheebs?']","['JOEY', 'ROSS', 'CHANDLER']",FRIENDS,False
What a baby.,CHANDLER,"[""I mean, you two are-are my… I mean, I'm lucky to have just one good"", 'Thanks man.', 'I gotta go check something over here.']","['ROSS', 'CHANDLER', 'JOEY']",FRIENDS,False
I talk to you and nothin'.,JOEY,"[""Well, why don't you tell me what you're supposed to be! Huh? Because I sure as hell can't figure it out!""]",['JOEY'],FRIENDS,False
Do you still wanna call  'em? I wanna call  'em.,MONICA,"['Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.', ""Y'know who has a great video camera?"", 'Greg and Jenny?']","['JOEY', 'CHANDLER', 'PHOEBE']",FRIENDS,False
"I'm just gonna throw it out, it's probably just a bunch of shampoo and...",RACHEL,"[""Oh, great. Although I did sit down where there wasn't a chair."", 'By the way, Ross dropped by a box of your stuff.', 'Oh, well, I guess I had that one coming.']","['RACHEL', 'MONICA', 'RACHEL']",FRIENDS,False
"So, you're just Bing?",JOEY,"[""No, no, you're right, it is a ridiculous name!"", ""It's not that bad."", 'Yes it is! From now on, I have no first name.']","['CHANDLER', 'JOEY', 'CHANDLER']",FRIENDS,False
"All right, cut, let's pick again, pick again.",RACHEL,"['What? Ace is high! Jack, queen, king, ace!', 'No! Ace is low! Ace, two, three, four!', ""I don't know. Ooh! Ooh! Look it! Ah-ha!""]","['JOEY', 'MONICA', 'PHOEBE']",FRIENDS,False
It's that whole sensitive thing.,JOEY,"[""It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies.""]",['JOEY'],FRIENDS,False
Yeah. What-what should I do?,ROSS,"[""I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou."", ""Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.""]","['ROSS', 'MONICA']",FRIENDS,False
For what? For letting you throw me out of your office?,ROSS,"['Hi. Look um, about what happened earlier...', 'No, hey, well, I-I completely understand. You were, you were stressed.', 'I was gonna give you a chance to apologise to me.']","['RACHEL', 'ROSS', 'RACHEL']",FRIENDS,True
Like I have nothing better to do!,MONICA,"['Richard!', ""Actually, I'm not here to complement the chef."", ""Ohh ..  Oh, that's okay I hate when people come back to complement the chef.""]","['MONICA', 'PERSON', 'MONICA']",FRIENDS,True
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",PERSON,"[""I'm really glad Monica asked us out."", ""I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch."", ""You're sister? You're sister's asleep on the couch? Ohhh! I saw""]","['RACHEL', 'PERSON', 'RACHEL']",FRIENDS,False
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",MONICA,"['Uh-huh.', 'That sounds great!', 'Hey!']","['RACHEL', 'PHOEBE', 'JOEY']",FRIENDS,False
"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",MONICA,"['Well then we still have a problem.', 'Yeah!', 'With what?']","['MONICA', 'CHANDLER', 'PHOEBE']",FRIENDS,False
